puntuacionIMDB,ranking,sinopsis,guionistas,generos,director,anyoEstreno,enlace,titulo,duracion
8.5,38,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,"Charles Chaplin,Charles Chaplin Productions"," Comedy, Drama, Family, Romance",Charles Chaplin,(1936),http://imdb.com/title/tt0027977/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_38,Modern Times,1h 27min
8.5,37,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","Olivier Nakache,Eric Toledano,Quad Productions,Ten Films,Canal+"," Biography, Comedy, Drama","Olivier Nakache,Eric Toledano",(2011),http://imdb.com/title/tt1675434/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_37,The Intouchables,1h 52min
8.5,36,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.","Charles Chaplin,Charles Chaplin Productions"," Comedy, Drama, Romance",Charles Chaplin,(1931),http://imdb.com/title/tt0021749/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_36,City Lights,1h 27min
8.5,33,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.","Stephen King,Frank Darabont,Castle Rock Entertainment,Darkwoods Productions,Warner Bros."," Crime, Drama, Fantasy, Mystery",Frank Darabont,(1999),http://imdb.com/title/tt0120689/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_33,The Green Mile,3h 9min
8.5,35,"In Casablanca in December 1941, a cynical American expatriate encounters a former lover, with unforeseen complications.","Julius J. Epstein,Philip G. Epstein,Warner Bros."," Drama, Romance, War",Michael Curtiz,(1942),http://imdb.com/title/tt0034583/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_35,Casablanca,1h 42min
8.5,34,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.","Joseph Stefano,Robert Bloch,Shamley Productions"," Horror, Mystery, Thriller",Alfred Hitchcock,(1960),http://imdb.com/title/tt0054215/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_34,Psycho,1h 49min
8.5,31,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,"Sergio Donati,Sergio Leone,Rafran Cinematografica,Finanzia San Marco,Paramount Pictures", Western,Sergio Leone,(1968),http://imdb.com/title/tt0064116/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_31,Once Upon a Time in the West,2h 44min
8.5,32,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,"Jonathan Nolan,Christopher Nolan,Paramount Pictures,Warner Bros.,Legendary Entertainment"," Adventure, Drama, Sci-Fi",Christopher Nolan,(2014),http://imdb.com/title/tt0816692/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_32,Interstellar,2h 49min
8.5,30,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,"David McKenna,New Line Cinema,Savoy Pictures,Turman-Morrissey Company, The"," Crime, Drama",Tony Kaye,(1998),http://imdb.com/title/tt0120586/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_30,American History X,1h 59min
8.5,29,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.","Hayao Miyazaki,Tokuma Shoten,Studio Ghibli,Nippon Television Network (NTV)"," Animation, Adventure, Family, Fantasy, Mystery","Hayao Miyazaki,Kirk Wise",(2001),http://imdb.com/title/tt0245429/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_29,Spirited Away,2h 5min
8.5,28,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.","Robert Rodat,DreamWorks,Paramount Pictures,Amblin Entertainment"," Drama, War",Steven Spielberg,(1998),http://imdb.com/title/tt0120815/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_28,Saving Private Ryan,2h 49min
8.5,27,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. Léon and Mathilda form an unusual relationship, as she becomes his protégée and learns the assassin's trade.","Luc Besson,Gaumont,Les Films du Dauphin"," Crime, Drama, Thriller",Luc Besson,(1994),http://imdb.com/title/tt0110413/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_27,Léon: The Professional,1h 50min
8.4,53,A screenwriter is hired to rework a faded silent film star's script only to find himself developing a dangerous relationship.,"Charles Brackett,Billy Wilder,Paramount Pictures"," Drama, Film-Noir",Billy Wilder,(1950),http://imdb.com/title/tt0043014/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_53,Sunset Boulevard,1h 50min
8.4,52,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,"Charles Chaplin,Charles Chaplin Productions"," Comedy, Drama, War",Charles Chaplin,(1940),http://imdb.com/title/tt0032553/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_52,The Great Dictator,2h 5min
8.4,51,"After a space merchant vessel perceives an unknown transmission as a distress call, its landing on the source moon finds one of the crew attacked by a mysterious lifeform, and they soon realize that its life cycle has merely begun.","Dan O'Bannon,Ronald Shusett,Brandywine Productions,Twentieth Century-Fox Productions"," Horror, Sci-Fi",Ridley Scott,(1979),http://imdb.com/title/tt0078748/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_51,Alien,1h 57min
8.5,50,"During the Vietnam War, Captain Willard is sent on a dangerous mission into Cambodia to assassinate a renegade colonel who has set himself up as a god among a local tribe.","John Milius,Francis Ford Coppola,Zoetrope Studios"," Drama, War",Francis Ford Coppola,(1979),http://imdb.com/title/tt0078788/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_50,Apocalypse Now,2h 27min
8.5,49,A man juggles searching for his wife's murderer and keeping his short-term memory loss from being an obstacle.,"Christopher Nolan,Jonathan Nolan,Newmarket Capital Group,Team Todd,I Remember Productions"," Mystery, Thriller",Christopher Nolan,(2000),http://imdb.com/title/tt0209144/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_49,Memento,1h 53min
8.5,48,Lion cub and future king Simba searches for his identity. His eagerness to please others and penchant for testing his boundaries sometimes gets him into trouble.,"Irene Mecchi,Jonathan Roberts,Walt Disney Pictures,Walt Disney Feature Animation"," Animation, Adventure, Drama, Family, Musical","Roger Allers,Rob Minkoff",(1994),http://imdb.com/title/tt0110357/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_48,The Lion King,1h 28min
8.5,47,After a tragic accident two stage magicians engage in a battle to create the ultimate illusion whilst sacrificing everything they have to outwit the other.,"Jonathan Nolan,Christopher Nolan,Touchstone Pictures,Warner Bros.,Newmarket Productions"," Drama, Mystery, Sci-Fi, Thriller",Christopher Nolan,(2006),http://imdb.com/title/tt0482571/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_47,The Prestige,2h 10min
8.5,46,"When a Roman General is betrayed, and his family murdered by an emperor's corrupt son, he comes to Rome as a gladiator to seek revenge.","David Franzoni,David Franzoni,DreamWorks,Universal Pictures,Scott Free Productions"," Action, Adventure, Drama",Ridley Scott,(2000),http://imdb.com/title/tt0172495/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_46,Gladiator,2h 35min
8.5,45,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,"Damien Chazelle,Bold Films,Blumhouse Productions,Right of Way Films"," Drama, Music",Damien Chazelle,(2014),http://imdb.com/title/tt2582802/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_45,Whiplash,1h 47min
8.5,43,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son, John Connor, from a more advanced cyborg.","James Cameron,William Wisher,Carolco Pictures,Pacific Western,Lightstorm Entertainment"," Action, Sci-Fi, Thriller",James Cameron,(1991),http://imdb.com/title/tt0103064/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_43,Terminator 2,2h 17min
8.5,42,A wheelchair-bound photographer spies on his neighbours from his apartment window and becomes convinced one of them has committed murder.,"John Michael Hayes,Cornell Woolrich,Alfred J. Hitchcock Productions"," Mystery, Thriller",Alfred Hitchcock,(1954),http://imdb.com/title/tt0047396/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_42,Rear Window,1h 52min
8.5,41,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,"William Monahan,Alan Mak,Warner Bros.,Plan B Entertainment,Initial Entertainment Group (IEG)"," Crime, Drama, Thriller",Martin Scorsese,(2006),http://imdb.com/title/tt0407887/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_41,The Departed,2h 31min
8.5,44,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.","Robert Zemeckis,Bob Gale,Universal Pictures,Amblin Entertainment,U-Drive Productions"," Adventure, Comedy, Sci-Fi",Robert Zemeckis,(1985),http://imdb.com/title/tt0088763/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_44,Back to the Future,1h 56min
8.4,66,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.","Garon Tsuchiya,Nobuaki Minegishi,Egg Films,Show East"," Action, Drama, Mystery, Thriller",Chan-wook Park,(2003),http://imdb.com/title/tt0364569/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_66,Old Boy,2h
8.4,65,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.","Hayao Miyazaki,Neil Gaiman,DENTSU Music And Entertainment,Nibariki,Nippon Television Network (NTV)"," Animation, Adventure, Fantasy",Hayao Miyazaki,(1997),http://imdb.com/title/tt0119698/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_65,Princess Mononoke,2h 14min
8.4,64,"Eight years after the Joker's reign of anarchy, the Dark Knight, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City, now on the edge of total annihilation, from the brutal guerrilla terrorist Bane.","Jonathan Nolan,Christopher Nolan,Warner Bros.,Legendary Entertainment,DC Entertainment"," Action, Thriller",Christopher Nolan,(2012),http://imdb.com/title/tt1345836/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_64,The Dark Knight Rises,2h 44min
8.4,63,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"Alan Ball,DreamWorks,Jinks/Cohen Company"," Drama, Romance",Sam Mendes,(1999),http://imdb.com/title/tt0169547/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_63,American Beauty,2h 2min
8.4,62,"A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.","Hampton Fancher,Michael Green,16:14 Entertainment,Alcon Entertainment,Columbia Pictures"," Mystery, Sci-Fi, Thriller",Denis Villeneuve,(2017),http://imdb.com/title/tt1856101/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_62,Blade Runner 2049,2h 44min
8.4,61,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.","Andrew Stanton,Pete Docter,FortyFour Studios,Pixar Animation Studios,Walt Disney Pictures"," Animation, Adventure, Family, Sci-Fi",Andrew Stanton,(2008),http://imdb.com/title/tt0910970/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_61,WALL·E,1h 38min
8.4,60,"A family heads to an isolated hotel for the winter where an evil spiritual presence influences the father into violence, while his psychic son sees horrific forebodings from the past and of the future.","Stephen King,Stanley Kubrick,Warner Bros.,Hawk Films,Peregrine"," Drama, Horror",Stanley Kubrick,(1980),http://imdb.com/title/tt0081505/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_60,The Shining,2h 26min
8.4,59,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","Quentin Tarantino,The Weinstein Company,Columbia Pictures"," Drama, Western",Quentin Tarantino,(2012),http://imdb.com/title/tt1853728/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_59,Django Unchained,2h 45min
8.4,58,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.","Stanley Kubrick,Calder Willingham,Bryna Productions"," Drama, War",Stanley Kubrick,(1957),http://imdb.com/title/tt0050825/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_58,Paths of Glory,1h 28min
8.4,57,A young boy and his little sister struggle to survive in Japan during World War II.,"Akiyuki Nosaka,Isao Takahata,Shinchosha Company,Studio Ghibli"," Animation, Drama, War",Isao Takahata,(1988),http://imdb.com/title/tt0095327/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=128HCK3A15FECSBMK2AB&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_57,Grave of the Fireflies,1h 29min
